Title,US Gross,US Gross Normz,Worldwide Gross,Worldwide Gross Normz,US DVD Sales,US DVD Sales Normz,MPAA Rating,MPAA Rating Quant,MPAA Rating Normz,Running Time (min),Running Time Normz,Distributor,Distributor Quant,Distributro Normz,Source, Source Quant,Source Normz,Major Genre,Major Genre Quant,Major Genre Normz,Rotten Tomatoes Rating,RT Rating Normz,IMDB Rating,IMDB Rating Normz,IMDB Votes,IMDB Votes Normz
Thirteen Days,34566746,0.045471998,66554547,0.024045066,0,0,PG-13,6,0.714285714,145,0.5625,New Line,86,0.527950311,Based on Real Life Events,8,0.388888889,Drama,7,0.5,82,0.818181818,7.3,0.756410256,23578,0.045382366
The Godfather: Part III,66520529,0.087507201,66520529,0.024032776,0,0,,8,1,108,0.352272727,Paramount Pictures,96,0.590062112,,19,1,Drama,7,0.5,54,0.535353535,7.6,0.794871795,82977,0.159712131
Legends of the Fall,66502573,0.087483579,66502573,0.024026289,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Drama,7,0.5,63,0.626262626,7.1,0.730769231,39815,0.076634953
"O Brother, Where Art Thou",45506619,0.059863402,65976782,0.023836328,0,0,PG-13,6,0.714285714,102,0.318181818,Walt Disney Pictures,148,0.913043478,Traditional/Legend/Fairytale,18,0.944444444,Comedy,4,0.25,54,0.535353535,6.3,0.628205128,0,0
Barbershop 2: Back in Business,65070412,0.085599572,65842412,0.023787782,0,0,PG-13,6,0.714285714,106,0.340909091,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,5.5,0.525641026,4848,0.009331314
Sweet November,25288103,0.033265943,65754228,0.023755922,0,0,PG-13,6,0.714285714,120,0.420454545,Warner Bros.,150,0.925465839,Remake,16,0.833333333,Drama,7,0.5,16,0.151515152,6,0.58974359,20891,0.040210493
Take the Lead,34742066,0.045702632,65742066,0.023751528,21100670,0.059846126,PG-13,6,0.714285714,108,0.352272727,New Line,86,0.527950311,Based on Real Life Events,8,0.388888889,Drama,7,0.5,44,0.434343434,6.5,0.653846154,10015,0.019276631
K-19: The Widowmaker,35168966,0.046264219,65716126,0.023742156,0,0,PG-13,6,0.714285714,138,0.522727273,Paramount Pictures,96,0.590062112,Based on Book/Short Story,1,0,Action,1,0,61,0.606060606,6.5,0.653846154,22288,0.042899405
Ever After: A Cinderella Story,65705772,0.086435388,65705772,0.023738416,0,0,PG,5,0.571428571,122,0.431818182,20th Century Fox,1,0,Traditional/Legend/Fairytale,18,0.944444444,Drama,7,0.5,54,0.535353535,6.3,0.628205128,0,0
The Road to El Dorado,50802661,0.066830345,65700000,0.02373633,0,0,PG,5,0.571428571,90,0.25,Dreamworks SKG,30,0.180124224,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,49,0.484848485,6.4,0.641025641,8876,0.017084311
Se jie,4604982,0.006057297,65696051,0.023734904,0,0,NC-17,2,0.142857143,156,0.625,Focus Features,42,0.254658385,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,7.6,0.794871795,15440,0.02971854
August Rush,31664162,0.041653649,65627510,0.023710141,22082092,0.062629654,PG,5,0.571428571,113,0.380681818,Warner Bros.,150,0.925465839,Based on Real Life Events,8,0.388888889,Drama,7,0.5,37,0.363636364,7.5,0.782051282,28650,0.05514483
16 Blocks,36895141,0.048535002,65595141,0.023698446,17523555,0.049700644,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Action,1,0,55,0.545454545,6.7,0.679487179,41207,0.079314241
Street Kings,26415649,0.03474923,65589243,0.023696315,13420759,0.038064215,R,7,0.857142857,108,0.352272727,Fox Searchlight,45,0.273291925,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,36,0.353535354,7,0.717948718,40291,0.077551146
Witness,65532576,0.086207548,65532576,0.023675842,0,0,,8,1,108,0.352272727,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,94,0.939393939,7.6,0.794871795,30460,0.058628674
Without a Paddle,58156435,0.076504235,65121280,0.023527247,0,0,PG-13,6,0.714285714,95,0.278409091,Paramount Pictures,96,0.590062112,Based on Book/Short Story,1,0,Comedy,4,0.25,15,0.141414141,5.7,0.551282051,17207,0.033119619
The Benchwarmers,59843754,0.078723903,64843754,0.023426981,32764806,0.092928173,PG-13,6,0.714285714,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Comedy,4,0.25,12,0.111111111,5.4,0.512820513,17824,0.034307206
Legion,40122938,0.052781169,64622938,0.023347203,16715657,0.047409268,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,19,0.181818182,5,0.461538462,19962,0.038422377
The Miracle,64378093,0.084688826,64445708,0.023283172,0,0,PG,5,0.571428571,92,0.261363636,Walt Disney Pictures,148,0.913043478,Based on Real Life Events,8,0.388888889,Drama,7,0.5,54,0.535353535,6.1,0.602564103,126,0.000242522
Baby Mama,60494212,0.07957958,64391484,0.023263582,24304275,0.068932252,PG-13,6,0.714285714,99,0.301136364,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Comedy,4,0.25,63,0.626262626,6.1,0.602564103,16128,0.031042786
Wag the Dog,43057470,0.056641546,64252038,0.023213202,0,0,R,7,0.857142857,120,0.420454545,New Line,86,0.527950311,Based on Book/Short Story,1,0,Drama,7,0.5,84,0.838383838,7,0.717948718,36092,0.069469012
28 Weeks Later,28638916,0.037673938,64238440,0.023208289,24422887,0.069268662,R,7,0.857142857,91,0.255681818,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Horror,8,0.583333333,54,0.535353535,7.1,0.730769231,69558,0.133883563
The Remains of the Day,22954968,0.030196704,63954968,0.023105875,0,0,,8,1,108,0.352272727,Sony/Columbia,123,0.757763975,Based on Book/Short Story,1,0,Drama,7,0.5,97,0.96969697,7.9,0.833333333,21736,0.041836929
High Crimes,41543207,0.054649533,63781100,0.023043059,0,0,PG-13,6,0.714285714,115,0.392045455,20th Century Fox,1,0,Based on Book/Short Story,1,0,Thriller/Suspense,11,0.833333333,31,0.303030303,6.1,0.602564103,14428,0.027770667
Cop Land,44906632,0.059074119,63706632,0.023016155,0,0,R,7,0.857142857,105,0.335227273,Miramax,81,0.49689441,Original Screenplay,15,0.777777778,Drama,7,0.5,71,0.707070707,6.9,0.705128205,35192,0.067736714
Stuck On You,33832741,0.044506415,63537164,0.022954928,0,0,PG-13,6,0.714285714,118,0.409090909,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Comedy,4,0.25,60,0.595959596,5.9,0.576923077,23196,0.044647102
In Good Company,45489752,0.059841213,63489752,0.022937799,0,0,PG-13,6,0.714285714,109,0.357954545,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Comedy,4,0.25,84,0.838383838,6.8,0.692307692,25695,0.049457117
Precious (Based on the Novel Push by Sapphire),47566524,0.062573207,63471431,0.02293118,20130576,0.057094727,R,7,0.857142857,109,0.357954545,Lionsgate,72,0.440993789,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,7.5,0.782051282,24504,0.047164709
She's All That,63465522,0.083488339,63465522,0.022929045,0,0,PG-13,6,0.714285714,91,0.255681818,Miramax,81,0.49689441,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,38,0.373737374,5.4,0.512820513,28498,0.054852264
Tango & Cash,63408614,0.083413476,63408614,0.022908485,0,0,,8,1,108,0.352272727,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Action,1,0,39,0.383838384,5.8,0.564102564,25248,0.048596742
Madea's Family Reunion,63257940,0.083215265,63308879,0.022872452,26508859,0.075184936,PG-13,6,0.714285714,108,0.352272727,Lionsgate,72,0.440993789,Based on Play,7,0.333333333,Comedy,4,0.25,26,0.252525253,3.9,0.320512821,5369,0.010334122
The Ghost Writer,15541549,0.020444352,63241549,0.022848127,3354366,0.009513717,PG-13,6,0.714285714,108,0.352272727,Summit Entertainment,128,0.788819876,Based on Book/Short Story,1,0,Thriller/Suspense,11,0.833333333,84,0.838383838,7.6,0.794871795,22875,0.044029249
Lions for Lambs,14998070,0.019729405,63211088,0.022837122,9203604,0.026103439,R,7,0.857142857,90,0.25,United Artists,139,0.857142857,Original Screenplay,15,0.777777778,Drama,7,0.5,27,0.262626263,6.2,0.615384615,22264,0.042853211
Random Hearts,31054924,0.040852197,63200000,0.022833116,0,0,R,7,0.857142857,133,0.494318182,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Drama,7,0.5,15,0.141414141,4.8,0.435897436,11100,0.021365013
Beavis and Butt-head Do America,63118386,0.083031681,63118386,0.02280363,0,0,PG-13,6,0.714285714,80,0.193181818,Paramount Pictures,96,0.590062112,Based on TV,11,0.555555556,Comedy,4,0.25,71,0.707070707,6.6,0.666666667,22918,0.044112014
The Bank Job,30060660,0.039544242,63060660,0.022782774,17254299,0.048936975,R,7,0.857142857,108,0.352272727,Lionsgate,72,0.440993789,Based on Real Life Events,8,0.388888889,Thriller/Suspense,11,0.833333333,79,0.787878788,7.5,0.782051282,50848,0.097871005
The Peacemaker,41263140,0.054281105,62967368,0.022749069,0,0,R,7,0.857142857,123,0.4375,Dreamworks SKG,30,0.180124224,Based on Magazine Article,5,0.222222222,Action,1,0,45,0.444444444,5.8,0.564102564,21524,0.041428877
Proof of Life,32598931,0.042883338,62761005,0.022674513,0,0,R,7,0.857142857,135,0.505681818,Warner Bros.,150,0.925465839,Based on Magazine Article,5,0.222222222,Action,1,0,39,0.383838384,6.1,0.602564103,23099,0.044460399
Splash,62599495,0.08234908,62599495,0.022616162,0,0,,8,1,108,0.352272727,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Comedy,4,0.25,91,0.909090909,6.2,0.615384615,21732,0.04182923
The Crying Game,62546695,0.082279622,62546695,0.022597086,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,Original Screenplay,15,0.777777778,Drama,7,0.5,100,1,7.3,0.756410256,21195,0.040795625
Patton,62500000,0.082218195,62500000,0.022580216,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,97,0.96969697,8.1,0.858974359,39570,0.076163383
Snow Day,60008303,0.078940367,62452927,0.022563209,0,0,PG,5,0.571428571,89,0.244318182,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Comedy,4,0.25,26,0.252525253,4.4,0.384615385,4611,0.008875142
Like Mike,51432423,0.067658797,62432423,0.022555801,0,0,PG,5,0.571428571,99,0.301136364,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Comedy,4,0.25,56,0.555555556,4.4,0.384615385,4870,0.009373659
Not Another Teen Movie,37882551,0.04983394,62401343,0.022544572,0,0,R,7,0.857142857,89,0.244318182,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Comedy,4,0.25,28,0.272727273,5.5,0.525641026,36678,0.070596931
The Reaping,25126214,0.033052978,62226214,0.0224813,19812272,0.056191947,R,7,0.857142857,100,0.306818182,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Horror,8,0.583333333,8,0.070707071,5.6,0.538461538,19881,0.03826647
Honey,30272254,0.039822594,62192232,0.022469023,0,0,PG-13,6,0.714285714,94,0.272727273,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Drama,7,0.5,20,0.191919192,4.6,0.41025641,13026,0.025072131
Lord of War,24149632,0.031768285,62142629,0.022451102,0,0,R,7,0.857142857,108,0.352272727,Lionsgate,72,0.440993789,Original Screenplay,15,0.777777778,Action,1,0,61,0.606060606,7.7,0.807692308,80124,0.154220745
Captain Corelli's Mandolin,25528495,0.033582179,62097495,0.022434796,0,0,R,7,0.857142857,129,0.471590909,Miramax,81,0.49689441,Based on Book/Short Story,1,0,Drama,7,0.5,29,0.282828283,5.7,0.551282051,14706,0.028305755
28 Days,37035515,0.048719664,62063972,0.022422685,0,0,PG-13,6,0.714285714,103,0.323863636,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Comedy,4,0.25,30,0.292929293,5.8,0.564102564,17937,0.034524705
Snakes on a Plane,34020814,0.044753825,62020814,0.022407092,23704179,0.067230248,R,7,0.857142857,105,0.335227273,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,68,0.676767677,6,0.58974359,65841,0.126729171
Cleopatra,48000000,0.063143444,62000000,0.022399573,0,0,,8,1,108,0.352272727,20th Century Fox,1,0,Based on Real Life Events,8,0.388888889,Drama,7,0.5,40,0.393939394,6.8,0.692307692,7870,0.015147986
Friday Night Lights,61255921,0.080581609,61950770,0.022381786,0,0,PG-13,6,0.714285714,117,0.403409091,Universal,141,0.869565217,Based on Book/Short Story,1,0,Drama,7,0.5,81,0.808080808,7.2,0.743589744,20868,0.040166224
Flags of Our Fathers,33602376,0.04420337,61902376,0.022364302,45105366,0.127928707,R,7,0.857142857,108,0.352272727,Paramount Pictures,96,0.590062112,Based on Book/Short Story,1,0,Drama,7,0.5,73,0.727272727,7.2,0.743589744,42788,0.082357312
Mouse Hunt,61894591,0.081421779,61894591,0.02236149,0,0,PG,5,0.571428571,95,0.278409091,Dreamworks SKG,30,0.180124224,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,6.1,0.602564103,14934,0.028744603
Valiant,19478106,0.025622892,61746888,0.022308127,0,0,G,1,0,108,0.352272727,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,30,0.292929293,5.6,0.538461538,7158,0.013777546
The 13th Warrior,32698899,0.043014846,61698899,0.022290789,0,0,R,7,0.857142857,103,0.323863636,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Action,1,0,33,0.323232323,6.3,0.628205128,36151,0.069582574
Flatliners,61308153,0.08065032,61308153,0.022149618,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,52,0.515151515,6.4,0.641025641,23295,0.044837655
The Cell,61280963,0.080614551,61280963,0.022139795,0,0,R,7,0.857142857,109,0.357954545,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,46,0.454545455,6.2,0.615384615,36961,0.071141642
Saw VI,27693292,0.03642997,61259697,0.022132112,8308717,0.023565343,R,7,0.857142857,91,0.255681818,Lionsgate,72,0.440993789,Original Screenplay,15,0.777777778,Horror,8,0.583333333,42,0.414141414,6.2,0.615384615,18091,0.034821121
Marie Antoinette,15962471,0.020998074,60862471,0.021988599,16636006,0.04718336,PG-13,6,0.714285714,108,0.352272727,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Drama,7,0.5,55,0.545454545,6.4,0.641025641,31877,0.061356082
Zoolander,45172250,0.059423539,60780981,0.021959158,0,0,PG-13,6,0.714285714,89,0.244318182,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Comedy,4,0.25,62,0.616161616,6.4,0.641025641,69296,0.133379271
The Wild Thornberrys,40108697,0.052762435,60694737,0.021927999,0,0,PG,5,0.571428571,85,0.221590909,Paramount Pictures,96,0.590062112,Based on TV,11,0.555555556,Adventure,2,0.083333333,54,0.535353535,6.7,0.679487179,1104,0.002124953
Kiss the Girls,60527873,0.079623862,60527873,0.021867714,0,0,R,7,0.857142857,120,0.420454545,Paramount Pictures,96,0.590062112,Based on Book/Short Story,1,0,Thriller/Suspense,11,0.833333333,32,0.313131313,6.4,0.641025641,20932,0.040289409
Fantasia 2000 (IMAX),60507228,0.079596703,60507228,0.021860255,0,0,G,1,0,75,0.164772727,Walt Disney Pictures,148,0.913043478,Compilation,12,0.611111111,Musical,9,0.666666667,54,0.535353535,6.3,0.628205128,0,0
Shanghai Knights,60470220,0.079548019,60470220,0.021846885,0,0,PG-13,6,0.714285714,114,0.386363636,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,66,0.656565657,6.2,0.615384615,24893,0.047913447
21 Grams,16248701,0.02137461,60448701,0.02183911,0,0,R,7,0.857142857,108,0.352272727,Focus Features,42,0.254658385,Original Screenplay,15,0.777777778,Drama,7,0.5,81,0.808080808,7.9,0.833333333,77910,0.149959291
The Insider,28965197,0.038103161,60265197,0.021772813,0,0,R,7,0.857142857,157,0.630681818,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Drama,7,0.5,96,0.95959596,8,0.846153846,68747,0.132322569
Chain Reaction,21226204,0.027922515,60209334,0.02175263,0,0,PG-13,6,0.714285714,106,0.340909091,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Action,1,0,13,0.121212121,5.2,0.487179487,15817,0.030444181
Bad Santa,60060328,0.079008806,60063017,0.021699768,0,0,R,7,0.857142857,91,0.255681818,Miramax/Dimension,82,0.50310559,Original Screenplay,15,0.777777778,Comedy,4,0.25,77,0.767676768,7.3,0.756410256,45022,0.086657261
It's a Mad Mad Mad Mad World,46300000,0.060907094,60000000,0.021677001,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,54,0.535353535,7.5,0.782051282,14460,0.02783226
Spartacus,30000000,0.039464444,60000000,0.021677001,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Based on Book/Short Story,1,0,Action,1,0,96,0.95959596,8,0.846153846,50856,0.097886404
A History of Violence,31493782,0.041429514,59993782,0.021674754,38659936,0.109648054,R,7,0.857142857,108,0.352272727,New Line,86,0.527950311,Based on Comic/Graphic Novel,2,0.055555556,Drama,7,0.5,87,0.868686869,7.6,0.794871795,79738,0.153477781
Superman III,59950623,0.078864489,59950623,0.021659162,0,0,,8,1,108,0.352272727,Warner Bros.,150,0.925465839,Based on Comic/Graphic Novel,2,0.055555556,Adventure,2,0.083333333,23,0.222222222,4.7,0.423076923,18070,0.034780701
Son of the Mask,17018422,0.022387178,59918422,0.021647528,0,0,PG,5,0.571428571,108,0.352272727,New Line,86,0.527950311,Based on Comic/Graphic Novel,2,0.055555556,Comedy,4,0.25,6,0.050505051,2,0.076923077,15800,0.030411459
Friday the 13th,39754601,0.052296622,59754601,0.021588342,0,0,,8,1,108,0.352272727,Paramount Pictures,96,0.590062112,,19,1,Horror,8,0.583333333,60,0.595959596,5.6,0.538461538,26798,0.051580145
Next Friday,57176582,0.075215238,59675307,0.021559694,0,0,R,7,0.857142857,98,0.295454545,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Comedy,4,0.25,21,0.202020202,5.3,0.5,10176,0.01958652
A Very Long Engagement,6167817,0.008113207,59606587,0.021534866,0,0,R,7,0.857142857,108,0.352272727,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,6.3,0.628205128,0,0
Dr. No,16067035,0.021135628,59567035,0.021520577,0,0,,8,1,108,0.352272727,MGM,80,0.49068323,Based on Book/Short Story,1,0,Action,1,0,54,0.535353535,7.3,0.756410256,36019,0.069328503
Space Chimps,30105968,0.039603845,59517784,0.021502783,13349286,0.037861502,G,1,0,108,0.352272727,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,36,0.353535354,4.5,0.397435897,4324,0.008322731
The Flintstones in Viva Rock Vegas,35231365,0.046346305,59431365,0.021471561,0,0,PG,5,0.571428571,90,0.25,Universal,141,0.869565217,Based on TV,11,0.555555556,Comedy,4,0.25,24,0.232323232,3.3,0.243589744,5491,0.010568945
Good Luck Chuck,35017297,0.046064698,59183821,0.021382127,26234476,0.074406725,R,7,0.857142857,96,0.284090909,Lionsgate,72,0.440993789,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,5,0.04040404,5.6,0.538461538,29013,0.055843523
Must Love Dogs,43894863,0.057743137,58894863,0.02127773,0,0,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Romantic Comedy,10,0.75,35,0.343434343,5.9,0.576923077,13491,0.025967152
Behind Enemy Lines,58855732,0.07742416,58855732,0.021263593,0,0,PG-13,6,0.714285714,106,0.340909091,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Action,1,0,36,0.353535354,6.1,0.602564103,32575,0.062699575
The Imaginarium of Doctor Parnassus,7689458,0.010114926,58692979,0.021204793,5387124,0.015279065,PG-13,6,0.714285714,122,0.431818182,Sony Pictures Classics,122,0.751552795,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,64,0.636363636,7.1,0.730769231,33374,0.064237471
Jack,58617334,0.077110547,58617334,0.021177463,0,0,PG-13,6,0.714285714,113,0.380681818,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Drama,7,0.5,17,0.161616162,5.3,0.5,17267,0.033235106
Bowling for Columbine,21576018,0.028382696,58576018,0.021162536,0,0,R,7,0.857142857,108,0.352272727,MGM,80,0.49068323,Based on Real Life Events,8,0.388888889,Documentary,6,0.416666667,96,0.95959596,8.2,0.871794872,76928,0.148069161
Zathura,28045540,0.036893352,58545540,0.021151525,22025352,0.062468727,PG,5,0.571428571,113,0.380681818,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Adventure,2,0.083333333,75,0.747474747,6.3,0.628205128,0,0
The Ninth Gate,18653746,0.024538447,58394308,0.021096887,0,0,R,7,0.857142857,133,0.494318182,Artisan,10,0.055900621,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,54,0.535353535,6.6,0.666666667,50510,0.097220431
Little Nicky,39442871,0.051886541,58270391,0.021052117,0,0,PG-13,6,0.714285714,90,0.25,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Comedy,4,0.25,21,0.202020202,5,0.461538462,35082,0.067524988
